1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
354,3160.558084,64,99,98,93,60,32.14126865,39.23451415,17.52044034,4.444448,0.505050909,2.500002,0.493197673,0.518408066
326,901.111832,178,43,42,63,39,9.950928206,21.91893645,12.50048796,3.611114,0.529716186,1.111112,0.429894524,0.328453915
504,4791.948278,72,212,138,82,83,34.22820199,39.93290232,20.96768127,4.444448,0.619759406,4.444448,0.925926667,0.839123983
377,333.889156,333,17,13,14,35,3.188331463,27.31820367,9.041516043,3.333336,0.751634588,2.77778,0.555556,0.27442442
170,948.61187,56,18,43,53,43,20.08825136,29.95616432,17.75735142,4.444448,0.771605556,1.111112,0.316537721,0.442850504
324,3253.058158,5,100,83,136,60,36.14509064,36.71162812,10.87761671,6.94445,0.74444504,6.94445,0.890228289,0.989749644
59,439.167018,4,21,25,9,49,26.79663161,28.74547754,14.61314909,2.500002,0.72751381,2.500002,0.60000048,0.731238361
207,2457.224188,4,87,44,72,70,42.7343337,43.57638954,19.17476933,3.055558,0.488506138,4.16667,0.561869136,0.572243071
190,648.056074,132,16,28,14,100,12.27895719,40.22417011,22.66389056,10.000008,2.222224,6.111116,1.250001,1.258998048
34,1.111112,33,1,0,0,4,0.117647153,4.0000032,0.685994341,1.111112,1.111112,0,0,0.196418707
76,363.055846,5,21,25,25,38,17.19738218,18.40846543,13.78116564,4.444448,0.886244095,3.055558,0.7222228,0.896039901
100,974.167446,2,37,25,36,70,35.07002806,35.78574291,24.672094,2.77778,0.735736324,7.222228,1.06666752,1.095411491
401,6608.060842,1,122,102,176,85,59.32423699,59.47254758,17.72257426,5.277782,0.532787311,5.55556,0.620915529,0.685793215
140,878.056258,3,45,37,55,38,22.57858949,23.07301116,8.193757808,5.833338,0.932099511,5.55556,1.126127027,1.290172322
129,304.444688,50,27,38,14,26,8.496130828,13.87342882,8.101045487,3.611114,0.88477437,3.333336,0.621345526,0.728287923
58,139.166778,4,22,19,13,16,8.637937945,9.2777852,3.754287728,2.222224,0.618687364,1.666668,0.511696316,0.60312287
471,16.66668,465,2,2,2,15,0.127388637,10.000008,1.179935707,3.611114,2.083335,1.111112,1.111112,0.18364891
66,94.722298,45,11,6,4,26,5.1666708,16.23810823,8.489963909,3.611114,0.833334,2.222224,1.064815667,0.653295235
124,295.83357,76,23,17,8,35,8.588716548,22.18751775,12.00068568,3.888892,0.893720522,2.222224,0.964053059,0.649502532
105,388.611422,31,23,31,20,27,13.32382018,18.90542053,9.843482067,4.16667,0.760870174,2.500002,0.519713677,0.661998747
50,85.555624,34,12,4,0,29,6.160004928,19.2500154,10.0698783,1.666668,0.671296833,1.944446,1.1805565,0.549738499
117,25.833354,111,4,1,1,19,0.794872431,15.5000124,3.472896192,3.611114,1.3194455,0.555556,0.555556,0.354217269
159,30.833358,153,3,2,1,21,0.698113766,18.5000148,3.569836214,4.722226,1.944446,1.666668,0.972223,0.406366276
320,1530.834558,169,54,41,56,55,17.22188878,36.49671794,20.1837365,3.611114,0.514403704,3.055558,0.630081805,0.442507926
153,1079.445308,22,47,45,39,43,25.39871313,29.66414587,13.87127848,6.388894,0.650118723,2.77778,0.592593067,0.753131587
75,97.500078,52,8,7,8,19,4.680003744,15.26088177,7.313741232,3.611114,0.694445,1.38889,0.595238571,0.483317537
302,3363.89158,14,132,91,65,60,40.09936983,42.04864475,15.00509547,8.888896,0.631313636,3.333336,0.888279099,0.952445094
65,424.722562,18,19,18,10,49,23.52309574,32.53194092,17.69013469,2.500002,0.730994737,1.111112,0.570988111,0.596999636
116,702.500562,47,20,18,31,48,21.80174158,36.65220323,19.51686888,4.444448,0.7083339,2.500002,0.725309222,0.637266437
64,291.944678,19,27,8,10,47,16.42188814,23.35557424,16.35984698,1.666668,0.648148667,6.666672,2.11805725,1.139861936
83,445.555912,29,25,23,6,48,19.32531667,29.70372747,16.75585695,2.222224,0.64444496,1.111112,0.531401391,0.536362997
136,247.777976,104,15,10,7,45,6.558828776,27.8750223,12.53957569,3.888892,0.870371067,1.666668,0.9166674,0.505634772
127,720.000576,60,27,16,24,54,20.40946515,38.68659811,21.49173127,4.16667,0.596708296,2.500002,0.9027785,0.607565958
71,512.778188,9,27,23,12,45,26.0000208,29.77421737,15.4281746,2.500002,0.658436741,1.666668,0.700483652,0.698259006
101,551.111552,24,27,26,24,35,19.64358007,25.76625438,12.89463777,1.666668,0.617284444,1.38889,0.598291077,0.508685421
46,61.666716,25,8,9,4,18,4.826090817,10.57143703,5.922853471,1.111112,0.694445,0.833334,0.493827556,0.410305298
141,639.444956,27,30,52,32,39,16.3262542,20.19299861,13.08024489,1.666668,0.675926467,1.111112,0.384615692,0.455035063
131,31.111136,124,4,1,2,18,0.854962516,16.0000128,3.63978473,3.611114,1.250001,0.833334,0.833334,0.334444297
172,116.944538,154,10,6,2,30,2.447676377,23.3889076,7.363784095,4.444448,0.833334,1.666668,0.833334,0.40197439
100,44.44448,91,5,3,1,22,1.60000128,17.777792,5.189344171,3.611114,1.2222232,1.111112,0.833334,0.4190224
243,2135.001708,46,82,69,46,61,31.62965493,39.01525964,20.80117077,3.888892,0.596206439,1.944446,0.652174435,0.638164852
114,357.500286,63,20,18,13,34,11.28948272,25.23531431,13.32355933,3.333336,0.7500006,1.38889,0.617284444,0.506244485
119,241.111304,59,20,22,18,23,7.294123482,14.46667824,7.950432182,3.611114,0.7500006,1.666668,0.593434818,0.531904374
54,206.389054,4,16,18,16,21,13.75927027,14.86001189,6.139679745,2.77778,0.6250005,1.111112,0.416667,0.572654017
94,357.500286,7,32,36,19,26,13.69150031,14.79311528,6.5254285,4.722226,0.694445,1.38889,0.4861115,0.712330632
97,27.500022,89,3,4,1,16,1.020619373,12.3750099,3.611265306,3.888892,1.481482667,1.111112,0.7638895,0.436887858
385,3303.891532,9,148,104,124,66,30.89353121,31.63300403,16.86146323,1.38889,0.407282608,2.222224,0.568910712,0.47374109
355,1619.723518,150,79,41,85,54,16.42536525,28.44392519,18.24525105,1.111112,0.351617722,1.666668,0.623306732,0.309419407
103,779.722846,8,34,27,34,43,27.25244899,29.54739206,10.85078695,2.222224,0.482026529,1.38889,0.524691778,0.488218753
66,298.055794,12,15,23,16,31,16.25758876,19.87038627,11.34942981,2.222224,0.759259867,1.666668,0.47101487,0.564169785
239,1135.556464,8,52,69,110,40,17.10461619,17.69698385,10.63377862,5.277782,0.491453385,1.111112,0.366344899,0.470865889
126,571.944902,16,46,34,30,40,16.34128291,18.71819679,11.78552515,2.500002,0.531401391,3.055558,0.612745588,0.591890271
273,586.667136,199,14,19,41,35,7.736269925,28.54056337,13.14414024,4.722226,0.813492714,1.38889,0.540936105,0.36347303
57,345.555832,4,19,17,17,34,21.82457886,23.47171689,10.25239137,2.500002,0.570175895,1.666668,0.522876235,0.59103905
129,773.61173,38,31,17,43,39,21.58916456,30.60442009,15.81169089,1.38889,0.439068452,1.666668,0.522876235,0.347714278
187,1178.889832,57,47,36,47,46,22.69520532,32.64617996,17.32913912,4.16667,0.614657702,2.500002,0.686728944,0.598561204
58,35.555584,49,3,2,4,15,2.206898317,14.2222336,5.203772655,3.611114,1.38889,0.277778,0.277778,0.488232724
151,996.111908,46,34,25,46,46,23.74836337,34.15240827,17.31173727,3.611114,0.473856588,1.111112,0.53333376,0.445933731
80,441.111464,18,25,20,17,38,19.85001588,25.61292372,14.25189306,1.944446,0.57777824,1.38889,0.6527783,0.547484539
139,695.000556,19,36,28,56,35,18.0000144,20.85001668,10.62196248,2.500002,0.516975722,1.944446,0.535714714,0.468071678
156,313.611362,96,17,14,29,28,7.237185277,18.81668172,10.14101362,3.333336,0.588235765,0.833334,0.436508286,0.340942765
104,388.333644,48,17,15,24,34,13.44231845,24.96430569,13.6721863,4.722226,0.898693529,3.055558,0.796296933,0.763208368
127,55.277822,114,5,4,4,18,1.566930387,15.30770455,4.691414907,3.611114,1.0000008,0.555556,0.416667,0.33884362
164,88.055626,147,7,6,4,26,1.932928376,18.64707374,5.903239308,3.611114,1.031746857,1.38889,0.601852333,0.342995811
91,225.00018,62,15,8,6,37,8.901106022,27.93105683,13.91965433,3.333336,0.685185733,2.500002,1.00694525,0.5739772
157,1405.001124,10,77,41,29,62,32.21658628,34.40819079,16.33947496,1.666668,0.497835896,2.500002,0.833334,0.674904843
117,253.611314,78,12,13,14,35,7.803425046,23.41027514,12.18127401,4.16667,0.856482167,1.38889,0.726496308,0.508252228
70,350.833614,36,17,11,6,51,18.04287158,37.14708854,20.06542611,5.000004,1.013072706,1.944446,1.363637455,0.999274319
74,10.833342,71,1,2,0,14,0.527027449,13.0000104,2.586704536,3.888892,3.888892,0.277778,0.277778,0.460642701
133,274.722442,67,19,23,24,23,7.436096174,14.98486047,8.27130251,3.333336,0.599415684,1.38889,0.434782957,0.408277472
82,343.889164,23,30,17,12,29,15.09757305,20.98306763,10.85665269,2.222224,0.592593067,1.944446,0.784314353,0.624228418
133,317.500254,93,19,12,9,41,8.593991838,28.57502286,14.36538221,4.444448,0.643275368,3.611114,0.879630333,0.579428198
56,150.555676,30,12,10,4,28,9.678579171,20.84617052,11.09972505,2.500002,0.740741333,0.833334,0.555556,0.509960644
166,407.778104,100,23,20,23,32,8.843380569,22.24244204,11.62336406,3.333336,0.579710609,1.111112,0.5000004,0.371920047
242,508.889296,180,32,23,7,43,7.57025399,29.54841074,14.08028341,3.333336,0.668403313,2.222224,0.857488609,0.457139663
85,278.333556,27,23,18,17,24,11.78824472,17.27587589,8.686461987,1.666668,0.567633304,1.111112,0.509259667,0.439734427
117,199.444604,80,12,12,13,30,6.136757046,19.40542093,9.904636656,3.333336,0.717593167,1.111112,0.601852333,0.410379622
167,1095.278654,14,55,47,51,40,23.61079733,25.77126245,11.55596664,1.944446,0.540404473,1.666668,0.537825489,0.518097887
380,3509.169474,66,116,80,118,70,33.24476344,40.23251626,22.4998528,5.000004,0.440613379,4.722226,0.6250005,0.582812164
114,780.55618,19,32,23,40,44,24.64914253,29.57897103,14.79953507,1.38889,0.538194875,1.666668,0.603865217,0.493844779
102,233.889076,65,13,9,15,28,8.254908565,22.75677496,11.30643055,3.611114,0.598291077,0.833334,0.462963333,0.412946684
205,411.944774,125,15,22,43,26,7.234152129,18.53751483,9.87836837,3.333336,0.574074533,0.833334,0.366161909,0.287857848
94,359.444732,15,23,37,19,28,13.76596846,16.37975994,9.833479713,1.944446,0.579710609,1.38889,0.352853135,0.445839051
132,1054.723066,17,44,27,44,53,28.76517453,33.01741772,13.47650477,1.38889,0.467172091,2.77778,0.586420222,0.495109428
134,475.833714,100,2,16,16,60,12.78359232,50.38239325,22.4574324,12.777788,8.33334,3.055558,0.7638895,1.226157794
190,1571.112368,69,43,31,47,63,29.76844487,46.74383905,25.50192549,3.611114,0.445736791,2.222224,0.609319484,0.44982375
410,5627.78228,5,140,106,159,166,49.41467368,50.02473138,26.76418401,16.944458,0.632937014,5.833338,0.822851811,1.138932974
73,362.778068,16,24,22,11,37,17.89042527,22.91229903,13.85897387,1.111112,0.509259667,1.38889,0.517677182,0.487854966
61,476.38927,6,28,12,15,43,28.11477659,31.18184313,13.96077644,1.111112,0.436508286,1.666668,0.833334,0.560244319
149,1680.001344,9,54,34,52,58,40.5906365,43.20003456,16.19142809,2.222224,0.437243148,1.666668,0.580065824,0.476190857
169,1791.945878,49,37,28,55,69,38.17162817,53.75837634,27.34610877,3.888892,0.570571027,2.77778,0.734127571,0.574365991
865,10553.34178,1,292,239,333,66,43.92142242,43.9722574,14.49874892,2.500002,0.424277356,6.666672,0.517201715,0.534308285
160,1670.279114,2,49,49,60,51,37.58128007,38.05699247,12.85060353,2.500002,0.606576449,1.38889,0.51020449,0.541759504
422,2910.002328,45,111,104,162,47,24.82466441,27.78782064,14.0111106,3.888892,0.503003405,4.16667,0.534188462,0.535175544
268,1075.00086,180,30,21,37,54,14.44031006,43.97730791,21.45529668,3.888892,0.555556,2.77778,0.674603714,0.39833704
76,351.944726,25,25,8,18,31,16.67106597,24.84315713,12.78685592,1.666668,0.53333376,2.222224,1.0416675,0.563013461
109,224.166846,70,16,15,8,28,7.403675648,20.69232425,10.50583547,4.722226,0.72916725,1.38889,0.648148667,0.565207376
55,134.444552,12,22,12,9,20,8.80000704,11.25582296,6.764285295,0.833334,0.378788182,0.833334,0.3472225,0.321506003
104,112.777868,82,10,7,5,26,3.903849277,18.45456022,7.880810208,3.888892,0.8888896,1.944446,1.071429429,0.538266247
52,454.16703,4,28,12,8,50,31.44233285,34.06252725,14.43228062,2.77778,0.515873429,1.666668,0.856482167,0.716861012
106,158.33346,83,12,6,5,31,5.377362792,24.78262852,10.59780106,3.888892,0.740741333,1.666668,0.833334,0.476476944
284,300.833574,239,20,20,5,36,3.813383332,24.06668592,9.468771278,3.888892,1.111112,3.333336,0.8611118,0.490698385
230,1686.945794,52,59,47,72,53,26.40436895,34.11800482,16.57896226,3.888892,0.489642576,1.944446,0.585106851,0.48006935
87,1000.834134,8,38,20,21,63,41.41382623,45.60763142,19.25988223,2.500002,0.460526684,1.38889,0.7083339,0.562053952
144,599.444924,88,27,19,10,53,14.9861231,38.53574511,20.31809491,4.444448,0.545267926,1.38889,0.701754947,0.513362976
192,1968.890464,13,46,53,80,65,36.9166962,39.59779704,22.50917982,2.500002,0.434782957,1.111112,0.372117698,0.357664901
183,2718.335508,22,40,36,85,72,53.47545262,60.78265732,23.54253099,5.000004,0.67361165,2.222224,0.702161056,0.701393059
511,6415.560688,15,136,107,253,60,45.19768782,46.56455338,12.49902249,1.666668,0.377859779,2.222224,0.467290093,0.360437
141,1023.61193,34,46,30,31,49,26.13477268,34.43927989,17.22299951,2.500002,0.495169478,2.500002,0.675926467,0.581432218
1138,13104.17715,14,393,265,466,77,41.45433896,41.97067415,15.89272868,1.944446,0.397229608,6.94445,0.585954347,0.508644283
169,1256.667672,37,39,30,63,45,26.76925218,34.27275469,17.36135555,1.111112,0.484330872,1.666668,0.509259667,0.3766247
104,341.944718,64,21,14,5,39,11.83654793,30.77502462,15.63361488,3.888892,0.608466095,3.055558,0.674603714,0.588613881
83,202.222384,59,13,7,4,40,8.771091354,30.3333576,14.68226514,3.888892,0.854701538,1.666668,1.071429429,0.608737614
183,1555.279022,54,42,36,51,63,30.59565289,43.4031355,22.67957358,6.388894,0.548942238,1.944446,0.532407833,0.651610732
187,2230.001784,66,45,39,37,86,42.93051563,66.34716052,36.42978932,4.444448,0.543210311,2.77778,0.612536103,0.563753782
1148,27018.9105,7,177,204,760,98,84.72829078,85.24809624,17.0500879,4.444448,0.440992192,4.444448,0.381263922,0.33421715
167,1065.556408,137,23,6,1,217,22.97007826,127.866769,52.70061214,11.11112,2.789857304,4.722226,4.120373667,1.61826592
188,160.277906,180,8,0,0,100,3.069151391,72.1250577,15.49436694,8.055562,3.472225,0,0,0.847647564
1018,20416.96078,144,156,171,547,144,72.20143301,84.09732128,32.8725036,10.000008,0.560897885,6.94445,0.492203123,0.671990982
437,4332.503466,69,142,88,138,68,35.69110407,42.38318608,22.42588687,5.833338,0.436228831,5.833338,0.694445,0.649060269
196,45.555592,180,5,6,5,16,0.836735363,10.2500082,2.984382864,3.888892,1.0555564,1.111112,0.648148667,0.308315907
316,97967.57837,28,94,110,84,9255,1116.086336,1224.59473,2920.772366,2558.890936,28.28311955,2428.613054,24.15911024,199.1001618
227,2697.502158,2,78,71,76,71,42.77976991,43.16003453,15.71834321,5.55556,0.541310974,2.77778,0.575117831,0.691165649
490,6960.838902,13,163,125,189,69,51.14085724,52.53463322,14.19548617,2.500002,0.408998282,3.333336,0.504444848,0.473005462
442,4031.669892,180,111,83,68,82,32.83713034,55.39699088,30.52467392,7.222228,0.665666198,7.500006,0.850067614,0.853091386
309,4021.392106,48,123,72,66,90,46.85117017,55.46747732,31.87002582,5.000004,0.519422276,5.833338,0.871914278,0.821334214
39,100.277858,7,11,13,8,17,9.256417662,11.28125903,5.097563653,2.500002,0.656566182,1.111112,0.405983231,0.568542368
298,3573.058414,24,98,91,85,70,43.16446406,46.94529303,19.56074394,5.000004,0.617914327,5.55556,0.628816132,0.744096475
110,695.278334,46,30,20,14,55,22.75456366,39.10940629,22.16832452,3.611114,0.509259667,1.666668,0.7083339,0.546479796
350,4671.948182,15,132,83,120,76,48.05432416,50.20601031,20.47137694,1.666668,0.422980136,2.77778,0.649264241,0.539561046
56,112.777868,24,16,8,8,22,7.2500058,12.68751015,7.825947517,1.111112,0.4861115,1.666668,0.79861175,0.464503981
122,201.666828,71,13,15,23,20,5.950824433,14.23530551,7.283914644,4.16667,0.598291077,1.111112,0.425926267,0.429584074
50,225.555736,7,21,13,9,25,16.24001299,18.88373604,7.914234141,2.500002,0.462963333,1.111112,0.491453385,0.537914784
372,2147.779496,180,88,53,51,61,20.78496286,40.27086555,22.36928461,3.611114,0.587121682,4.722226,0.938155887,0.636551264
401,6445.005156,16,128,81,176,95,57.86039542,60.26498328,28.30053796,4.722226,0.542535156,7.222228,0.853910148,0.864765759
459,1757.223628,212,47,43,157,40,13.7821461,25.61135652,13.39883765,5.000004,0.780142468,3.611114,0.626615488,0.495645586
473,588.88936,394,25,40,14,49,4.482033184,26.83546451,11.52852921,9.166674,1.10000088,2.222224,0.6805561,0.54438566
45,198.61127,22,11,7,5,40,15.8889016,31.08698139,16.70903705,3.611114,1.010101818,2.77778,1.031746857,0.88248734
104,7.500006,102,2,0,0,14,0.259615592,13.5000108,1.864305448,3.611114,1.944446,0,0,0.358609856
271,1029.445268,171,47,22,31,48,13.67528769,37.06002965,18.64496997,3.333336,0.437352596,1.944446,0.631313636,0.347093397
183,381.94475,75,42,31,35,21,7.513667213,12.73149167,6.883535001,3.333336,0.628307381,3.333336,0.797491677,0.594836494
70,64.166718,48,5,13,4,21,3.30000264,10.5000084,5.791923412,3.888892,1.7777792,2.77778,0.662393692,0.734159115
