1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
80,157.500126,60,14,6,0,57,7.08750567,28.35002268,13.79157122,4.16667,1.150794571,3.888892,2.222224,0.998575281
292,141.66678,265,5,16,6,32,1.74657674,18.888904,6.381687336,3.888892,1.8333348,2.500002,0.555556,0.337064322
47,196.666824,3,14,22,8,35,15.06384184,16.09092196,10.97903982,3.333336,1.091270714,4.16667,0.681818727,1.105697569
107,246.666864,73,19,8,7,40,8.29907206,26.11766795,13.16098791,3.888892,0.614035579,2.222224,0.93750075,0.53740224
391,3023.61353,78,120,93,100,53,27.83889695,34.77638565,16.52432931,3.888892,0.481481867,3.611114,0.582437742,0.533517902
67,83.055622,47,7,9,4,19,4.462690137,14.95001196,7.007200535,3.611114,0.952381714,0.555556,0.432099111,0.506370089
97,841.66734,5,23,29,40,47,31.23713839,32.93480896,10.80101577,2.222224,0.615942522,1.111112,0.344827862,0.440590364
141,699.722782,49,31,20,41,35,17.86526252,27.38045669,14.95479849,3.888892,0.600358903,2.500002,0.7638895,0.581909388
166,1097.500878,64,21,18,63,46,23.80122386,38.73532511,19.77210152,3.888892,0.621693619,1.666668,0.524691778,0.415536287
187,1154.723146,61,30,34,62,43,22.22996431,32.99208989,16.57227772,3.888892,0.537037467,1.38889,0.433006882,0.410997797
85,235.555744,40,17,15,13,29,9.976478569,18.84445952,10.92940166,1.944446,0.604575647,1.38889,0.462963333,0.406788626
79,311.666916,53,2,17,7,54,14.20254301,43.15388068,21.78589272,10.833342,7.500006,1.666668,0.751634588,1.39213297
72,269.44466,34,19,11,8,42,13.472233,25.52633621,16.05007325,1.38889,0.628655474,2.222224,0.984849273,0.61935329
94,577.500462,10,33,15,36,40,22.11703897,24.7500198,13.99067,1.111112,0.437710788,2.222224,0.592593067,0.443008299
104,365.555848,61,20,20,3,48,12.65385628,30.60467565,17.57523038,3.333336,0.6666672,1.111112,0.6388894,0.514554977
220,2485.001988,18,78,68,56,63,40.66366889,44.28716414,19.43225078,1.666668,0.519943436,2.222224,0.575980853,0.553960946
232,2341.946318,39,96,42,55,63,36.34054631,43.68397277,20.73666046,1.944446,0.494792063,4.16667,1.084656952,0.765123682
83,438.055906,41,19,14,9,48,19.0000152,37.54764909,20.77521976,3.055558,0.716374842,1.666668,0.813492714,0.627994019
140,1292.778812,10,51,27,52,45,33.24288374,35.80002864,12.95585833,2.77778,0.435730196,1.944446,0.668724815,0.51099511
81,184.72237,55,11,10,5,34,8.209883111,25.57694354,12.83327321,3.888892,0.858586545,1.38889,0.7500006,0.577113841
73,751.38949,4,20,21,28,51,37.05482416,39.20292991,11.7543023,9.72223,1.0555564,2.77778,0.886244095,1.402903819
56,204.444608,27,13,12,4,35,13.14286766,25.37933065,13.70922526,2.500002,0.769231385,0.833334,0.4861115,0.546479796
151,136.11122,109,19,15,8,18,3.245035709,11.666676,5.656815226,3.611114,0.599415684,0.833334,0.481481867,0.377373204
165,482.778164,66,44,35,20,38,10.53334176,17.5555696,10.72751951,3.333336,0.612374227,1.944446,0.6666672,0.561910259
189,612.222712,127,26,17,19,45,11.66138499,35.54841554,17.29320492,4.16667,0.544872231,1.38889,0.604575647,0.407277173
259,2409.446372,85,70,51,53,64,33.49037428,49.85061459,25.14244118,3.611114,0.4444448,1.944446,0.588235765,0.477052183
446,5079.448508,2,150,124,170,62,41.0000328,41.18471763,14.96062247,2.500002,0.451852213,2.222224,0.528674258,0.472744893
183,1609.72351,19,60,54,50,50,31.666692,35.33539412,16.3973106,3.888892,0.578704167,2.222224,0.617284444,0.636050598
288,918.889624,157,40,15,76,51,11.4861203,25.2519286,17.79068625,0.833334,0.39583365,2.222224,0.740741333,0.261261304
129,422.500338,88,21,12,8,53,11.79070711,37.09759065,18.71232649,5.000004,0.714286286,1.944446,1.157408333,0.635155446
81,422.22256,32,25,16,8,44,18.76544711,31.02043298,17.44582443,1.666668,0.7777784,2.77778,1.128473125,0.798621305
169,1805.279222,12,63,52,42,55,38.45565207,41.39493757,15.70560962,1.38889,0.436508286,1.38889,0.459402077,0.425038226
60,33.33336,51,4,4,1,19,2.0000016,13.333344,5.082372327,3.611114,1.3194455,1.38889,1.0416675,0.567402876
175,1613.334624,11,73,42,49,50,33.18859798,35.41466248,14.78364605,2.500002,0.460426548,2.77778,0.760582619,0.589823533
246,538.88932,133,34,20,59,32,7.886185171,17.16815533,10.40737827,1.111112,0.318627706,0.555556,0.3611114,0.171492214
134,38.333364,124,2,7,1,23,1.02985157,13.80001104,3.950711935,3.333336,3.194447,1.38889,0.674603714,0.433849216
102,612.222712,25,34,18,25,41,21.60786042,28.62339952,14.76023348,1.666668,0.465686647,1.38889,0.679012889,0.4722226
703,8352.228904,70,204,164,265,65,42.77101572,47.50082789,17.92768506,3.611114,0.424836941,2.222224,0.523374402,0.440769153
327,3747.22522,27,119,87,94,68,41.25385563,44.96670264,19.1495513,1.944446,0.466853782,7.500006,0.632184414,0.633805999
189,2277.501822,6,85,47,51,73,43.38098709,44.80331453,18.56681027,2.222224,0.473856588,7.500006,0.803783149,0.785937378
124,679.444988,20,42,38,24,43,19.72582223,23.51924958,12.74983737,1.944446,0.66137619,2.222224,0.701754947,0.656765179
62,334.166934,16,16,17,13,36,19.40324133,26.15219483,13.09543742,5.55556,0.9027785,1.666668,0.784314353,0.918489384
71,284.444672,26,17,13,15,33,14.42254675,22.75557376,13.1590946,2.222224,0.735294706,2.77778,0.876069077,0.639755229
156,825.556216,3,47,47,59,31,19.05129729,19.42485214,9.968204207,2.222224,0.514184809,3.888892,0.508274638,0.551482622
126,237.222412,63,12,27,24,28,6.7777832,13.5555664,8.686438984,3.611114,0.717593167,0.833334,0.308642222,0.388857197
55,188.055706,11,14,17,13,31,12.30910076,15.38637595,9.287332526,4.722226,0.873016571,1.38889,0.424836941,0.791214321
134,536.389318,64,29,19,22,40,14.41045929,27.58573635,15.18963472,3.611114,0.49808469,1.666668,0.570175895,0.452964784
264,290.833566,180,27,12,45,30,3.965912264,12.46429569,7.522512014,1.111112,0.390946815,1.38889,0.7638895,0.232152169
303,1516.945658,5,102,89,107,32,18.02311673,18.32551802,7.976131256,2.222224,0.495643098,3.333336,0.52746609,0.513097408
300,238.333524,244,24,23,9,22,2.860002288,15.32144083,6.286397696,3.611114,0.856482167,2.77778,0.833334,0.436247935
292,3255.002604,1,79,64,148,58,40.13016909,40.26807345,9.945738488,3.611114,0.436005975,2.222224,0.4861115,0.46309103
198,1854.16815,47,52,35,64,58,33.71214818,44.20533338,20.73847193,4.16667,0.411325115,1.666668,0.507936914,0.449395266
255,1673.056894,75,33,52,95,45,23.61962674,33.46113788,18.66953622,4.16667,0.454545818,0.555556,0.283119885,0.319639167
145,1781.112536,7,48,39,51,59,44.22072503,46.46380529,14.28551567,11.666676,0.72916725,2.500002,0.868946564,1.206117925
70,11.11112,67,2,1,0,14,0.571429029,13.333344,2.721739792,3.611114,1.944446,0.277778,0.277778,0.440495469
72,86.388958,55,5,7,5,25,4.3194479,18.29413228,8.083762875,3.888892,1.38889,0.833334,0.476190857,0.528091391
160,137.777888,132,13,11,4,30,3.10000248,17.71429989,7.205169353,4.16667,0.961539231,1.666668,0.732323818,0.462494272
145,101.38897,129,4,9,3,30,2.517243393,22.81251825,7.448996435,4.722226,2.083335,1.38889,0.555556,0.469202059
315,2160.557284,154,51,39,71,66,24.69208325,48.31059765,27.03366209,5.000004,0.457516706,1.666668,0.576923538,0.406105374
287,3107.502486,24,81,79,103,61,38.97912526,42.5361557,18.62642256,1.38889,0.390946815,1.38889,0.397328025,0.339210964
145,670.83387,75,15,22,33,44,16.65518574,34.5000276,18.6909735,5.277782,0.907408133,1.38889,0.568182273,0.617208898
47,110.555644,5,18,10,14,19,8.468091881,9.476198057,5.220574114,1.666668,0.493827556,1.38889,0.6111116,0.507150922
49,282.778004,9,12,16,12,32,20.77552682,25.45002036,11.58710725,4.722226,1.064815667,1.38889,0.538194875,0.996613131
115,563.611562,47,32,21,15,40,17.64349238,29.83825916,16.14962457,3.611114,0.503472625,2.222224,0.687831238,0.560450861
289,3150.835854,11,108,63,107,69,39.24916635,40.80219092,18.71051976,1.38889,0.437243148,4.16667,0.66137619,0.582487454
793,10131.11922,18,278,242,255,78,45.99247059,47.06068281,18.52959531,3.888892,0.489608705,1.944446,0.555556,0.517747451
147,1105.000884,29,58,34,26,56,27.06124614,33.71189138,18.86731772,1.38889,0.459770483,2.222224,0.678105118,0.53754368
310,2191.390642,48,77,89,96,53,25.44840746,30.11071111,15.24542206,3.333336,0.458153325,1.111112,0.393258742,0.387378845
123,1163.88982,16,43,31,33,53,34.0650679,39.15890983,16.78638199,3.611114,0.600775674,1.666668,0.716846452,0.639343385
186,1290.27881,62,50,44,30,52,24.97313826,37.45970739,19.41090048,4.16667,0.46111148,1.38889,0.441919545,0.455608203
724,980.000784,657,35,24,8,76,4.872932075,52.65675854,16.05188292,4.16667,0.761905371,5.833338,0.856482167,0.359006988
93,381.666972,36,28,21,8,35,14.77420537,24.10528244,13.55193635,3.888892,0.823413357,3.055558,0.925926667,0.840426332
66,249.166866,40,15,7,4,44,13.59091996,34.5000276,18.09205289,3.888892,0.814815467,3.888892,1.468255143,0.890001102
42,231.389074,4,19,13,6,34,19.8333492,21.92107017,8.487915848,2.77778,0.964913053,6.388894,1.089744462,1.34586236
119,909.72295,44,34,25,16,58,27.52103042,43.6667016,24.23607367,3.611114,0.588235765,1.944446,0.7222228,0.6157988
841,11143.8978,17,262,217,345,81,47.702773,48.68693215,20.26643025,2.500002,0.436811206,2.500002,0.519713677,0.456707761
55,112.222312,32,10,10,3,26,7.345460422,17.56523144,10.34447103,3.333336,0.9444452,2.77778,0.7777784,0.735921315
38,112.777868,14,11,8,5,22,10.68421907,16.9166802,8.71192182,2.222224,0.681818727,0.833334,0.4861115,0.54582572
117,333.055822,61,20,18,18,29,10.24787145,21.41073141,11.32886608,3.333336,0.4861115,1.666668,0.478395444,0.416062697
78,336.944714,3,37,23,15,27,15.55129449,16.17334627,6.589340932,2.500002,0.593093568,2.500002,0.74879287,0.75872183
144,111.944534,104,13,17,10,14,2.79861335,10.07500806,4.825021991,3.333336,0.619658615,1.111112,0.408497059,0.348881293
82,499.444844,7,27,19,29,37,21.92684681,23.97335251,11.60861801,1.944446,0.555556,3.055558,0.672515158,0.619575719
191,2482.501986,41,50,27,73,77,46.79061335,59.58004766,28.54835446,4.444448,0.58888936,6.94445,1.008231259,0.836512343
63,321.111368,14,29,12,8,49,18.34922103,23.59185561,17.01532396,1.944446,0.660920069,1.111112,0.4861115,0.597251822
208,2588.057626,13,61,52,82,74,44.79330507,47.7795254,19.93202344,2.77778,0.49635741,1.944446,0.550214115,0.494940634
97,651.944966,31,27,18,21,43,24.19589565,35.56063451,18.04891454,2.77778,0.545267926,1.944446,0.709877111,0.556286514
79,342.222496,10,20,25,24,34,15.59494918,17.85508675,9.564248315,2.500002,0.7638895,1.38889,0.56666712,0.628348518
45,272.500218,7,8,17,13,32,21.80001744,25.81581013,11.17749362,4.722226,1.38889,1.111112,0.571895882,1.055624397
50,275.277998,7,17,15,11,35,19.82001586,23.04653007,12.69852956,1.666668,0.571895882,1.111112,0.555556,0.542378884
156,1024.445264,24,52,47,33,62,23.64104455,27.93941629,17.37887064,7.777784,0.523504692,1.944446,0.555556,0.770867668
155,1920.279314,16,57,38,44,65,44.60003568,49.73385274,20.30820959,2.77778,0.477583228,1.38889,0.657895263,0.542698417
68,584.72269,26,3,30,9,68,30.95590712,50.11908771,27.77974878,14.722234,6.388894,1.666668,0.564815267,1.935406221
674,10169.73036,32,237,196,209,80,54.31903455,57.02652537,19.16435588,3.055558,0.471167747,2.77778,0.565476643,0.524841701
90,810.000648,20,37,22,11,72,32.40002592,41.65717618,27.37701816,1.944446,0.645646162,1.944446,0.896465364,0.713747462
235,1975.557136,53,69,61,52,65,30.263854,39.07695434,23.14905645,3.888892,0.579710609,2.500002,0.628415803,0.581761978
80,685.000548,19,31,20,10,61,30.82502466,40.42626185,22.65524501,1.38889,0.546595419,1.38889,0.6527783,0.54294855
179,1524.167886,52,68,44,15,75,30.65365581,43.20475897,26.35075902,3.611114,0.526961206,2.222224,0.801768318,0.650275034
75,593.611586,17,31,23,4,67,28.49335613,36.84485706,24.28567219,1.38889,0.600358903,1.944446,0.785024783,0.680414362
64,410.000328,4,19,35,6,44,23.06251845,24.60001968,14.91230982,1.38889,0.643275368,0.555556,0.341270114,0.490095434
161,1141.945358,20,41,44,56,40,25.53418192,29.15605169,11.21217589,2.77778,0.508130488,0.833334,0.385101318,0.402598839
170,776.38951,74,39,38,19,45,16.44118962,29.11460663,16.26516803,3.611114,0.555556,1.38889,0.526316211,0.471482835
528,10346.11939,8,119,145,256,96,70.5417231,71.62698038,24.26447741,2.77778,0.466853782,2.500002,0.381226359,0.395628149
322,2813.335584,15,116,92,99,52,31.45344131,32.99025441,12.88093102,1.38889,0.514847155,2.500002,0.628019826,0.560525101
259,203.611274,204,18,18,19,23,2.830118094,13.32728339,6.088661815,3.333336,0.679012889,2.222224,0.632716556,0.334646048
476,2359.446332,180,89,70,137,48,17.84455209,28.6959689,16.3761377,3.333336,0.436954157,2.500002,0.5000004,0.361773457
135,3.333336,134,1,0,0,12,0.08888896,12.0000096,1.032795559,3.333336,3.333336,0,0,0.289036888
80,103.333416,52,14,13,1,20,4.65000372,13.28572491,6.854916004,3.611114,0.654762429,1.38889,0.576923538,0.526295384
483,2316.946298,180,100,88,115,53,17.26916495,27.52807483,17.49552464,3.333336,0.48888928,1.666668,0.517677182,0.391200585
521,3855.003084,59,168,158,136,50,26.63725739,30.03898507,13.51668752,3.888892,0.491071821,2.500002,0.518636139,0.507150922
88,299.166906,16,22,26,24,28,12.23864615,14.9583453,9.785039388,1.38889,0.643939909,1.666668,0.523504692,0.510090952
357,2468.613086,8,128,103,118,48,24.89357734,25.46420375,12.29231458,1.666668,0.505642766,1.944446,0.593312233,0.513045333
157,18.611126,150,2,4,1,13,0.426751934,9.571436229,2.115885647,3.333336,1.805557,0.833334,0.694445,0.293464146
52,217.777952,5,21,14,12,23,15.07693514,16.68086441,7.09002656,1.38889,0.515873429,1.111112,0.476190857,0.485913047
268,2073.057214,49,77,59,83,56,27.8470372,34.07765283,18.949245,3.333336,0.479798364,3.055558,0.569680305,0.497720998
351,2956.113476,87,110,70,84,62,30.31911257,40.31063831,20.5662874,3.888892,0.477273109,7.500006,0.734127571,0.645052322
145,2013.334944,17,41,25,62,79,49.98624689,56.6250453,26.58581133,3.888892,0.57588122,6.111116,0.8888896,0.770767666
300,4421.947982,20,78,76,126,85,53.06337578,56.85361691,23.84452123,8.055562,0.747863846,6.94445,0.723684789,1.030091235
163,832.778444,85,24,15,39,48,18.39265275,38.43592818,20.75858757,3.611114,0.578704167,1.666668,0.796296933,0.445973401
52,27.222244,38,6,5,3,14,1.884616892,7.0000056,3.649624456,1.666668,0.740741333,2.222224,0.7777784,0.468119806
152,1658.890216,19,46,51,36,77,39.28950512,44.90229156,26.47943888,1.111112,0.50120813,0.833334,0.446623451,0.412635144
162,1823.334792,11,62,56,33,67,40.51855093,43.47023345,18.07892367,1.38889,0.483871355,2.222224,0.505952786,0.517815744
35,67.500054,5,15,7,8,13,6.942862697,8.10000648,3.621365173,1.666668,0.370370667,0.555556,0.317460571,0.374555779
855,10094.7303,94,272,261,228,76,42.50412757,47.7543089,22.4127174,3.611114,0.450368007,3.611114,0.468284751,0.452844493
200,1055.5564,54,52,51,43,45,19.0000152,26.02741808,14.54329872,5.277782,0.673077462,2.222224,0.604575647,0.655026561
130,218.611286,78,18,16,18,21,6.053850997,15.13462749,7.782221379,3.611114,0.586420222,1.38889,0.538194875,0.420268337
271,1034.445272,135,53,23,60,55,13.74170841,27.38237485,16.7061664,0.833334,0.351153321,1.666668,0.652174435,0.286921211
250,1097.778656,83,65,54,48,37,15.80801265,23.66468959,13.59346406,3.611114,0.555556,2.222224,0.637860593,0.526219587
331,3960.280946,12,109,96,114,69,43.07254201,44.69282572,19.10657985,7.777784,0.496942294,1.944446,0.558449521,0.641013164
82,1084.167534,12,35,15,20,76,47.59759905,55.75718746,27.70116535,2.77778,0.603175086,2.222224,1.3333344,0.803878206
436,8208.617678,10,112,118,196,87,67.77757716,69.3686001,16.90877618,7.222228,0.478671018,1.944446,0.440207508,0.515725706
276,4118.05885,32,74,58,112,86,53.71381109,60.75824533,25.78332003,1.944446,0.472973351,4.16667,0.569923828,0.476124474
79,387.222532,29,19,24,7,53,17.64558374,27.8800223,18.58662186,2.222224,0.847953895,1.111112,0.648148667,0.640979902
215,2561.390938,15,55,50,95,66,42.8884064,46.10503688,16.7885866,2.222224,0.419192255,2.500002,0.42222256,0.390525226
142,1115.556448,20,31,34,57,46,28.28171277,32.91805912,14.23379566,3.055558,0.573477161,1.944446,0.490196471,0.482269786
61,212.50017,11,12,13,25,20,12.54099364,15.30001224,7.301994637,1.666668,0.601852333,1.111112,0.448718308,0.42018324
261,1018.334148,7,35,31,188,21,14.04598825,14.43308241,4.283891238,2.222224,0.396825714,0.833334,0.340502065,0.232853976
135,425.555896,46,14,13,62,20,11.34815723,17.21349692,8.289823395,3.611114,0.515873429,0.555556,0.299145538,0.338925793
251,300.555796,180,6,6,59,17,4.310760421,15.23944881,6.910791838,3.611114,0.833334,0.277778,0.277778,0.236175273
156,169.722358,120,10,7,19,24,3.9166698,16.9722358,7.544242268,3.611114,0.694445,2.222224,0.873016571,0.387055355
77,317.500254,4,30,23,20,34,14.84416772,15.65754677,9.683226049,2.222224,0.620370867,1.38889,0.64009713,0.641500812
1640,31048.91373,122,459,339,720,108,68.15615209,73.6337875,34.26525071,6.111116,0.507141534,6.94445,0.686660661,0.667342366
69,171.111248,37,9,10,13,30,8.927543374,19.2500154,10.80756658,6.666672,1.111112,1.38889,0.6666672,0.879721248
338,738.056146,248,38,38,14,48,7.860953034,29.52224584,14.44918082,5.000004,1.352340263,6.111116,1.301170632,0.870400969
135,1250.278778,11,48,32,44,47,33.34076741,36.29841614,13.34399242,1.111112,0.410879958,1.666668,0.581597688,0.449326102
376,4028.336556,4,119,114,139,56,38.56917979,38.98390215,11.79380652,3.611114,0.611578454,5.55556,0.618908877,0.761675004
199,1493.334528,34,64,52,49,45,27.01509699,32.58184425,14.54789283,1.38889,0.538194875,2.77778,0.619658615,0.540547854
79,401.666988,8,20,37,14,36,18.30381211,20.36621348,11.90922335,1.111112,0.5694449,0.555556,0.300300541,0.396645298
378,2514.168678,64,126,104,84,41,23.9444636,28.82486382,12.51649663,5.55556,0.681217476,3.611114,0.793269865,0.822926209
193,1602.77906,53,43,33,64,51,29.89639697,41.21431869,20.46362722,3.611114,0.419896977,1.666668,0.513468424,0.422563808
95,891.111824,13,34,12,36,57,33.76844807,39.12198252,18.58817551,1.38889,0.522876235,5.55556,1.203704667,0.822813582
312,1496.390086,180,56,34,42,62,17.26603945,40.81063871,21.35347287,4.16667,0.629960821,4.444448,0.874183706,0.595349502
136,182.777924,95,16,14,11,22,4.838239165,16.04879333,7.651889709,3.611114,0.572917125,1.38889,0.575397286,0.407231807
92,564.444896,9,27,44,12,46,22.08697419,24.4819473,15.40989562,6.94445,0.699589037,0.833334,0.422980136,0.857170079
64,465.27815,5,24,14,21,41,26.17189594,28.38985322,13.39456735,2.222224,0.59027825,1.944446,0.734127571,0.635001143
77,3.611114,76,1,0,0,13,0.168831304,13.0000104,1.481487494,3.611114,3.611114,0,0,0.416975528
221,145.000116,180,17,13,11,16,2.36199284,12.7317175,5.136783891,3.333336,0.555556,1.666668,0.470085846,0.295598094
190,560.833782,119,29,23,19,43,10.62632429,28.43664247,15.78701972,3.333336,0.431034828,1.38889,0.531401391,0.354967106
245,1197.778736,10,73,75,87,34,17.60001408,18.34895085,8.661389734,3.888892,0.593607781,3.333336,0.503704107,0.577416725
204,7.777784,202,2,0,0,15,0.137255012,14.0000112,1.386345912,3.611114,2.083335,0,0,0.25706634
33,72.777836,5,14,0,14,14,7.939400291,9.357150343,5.267467335,0.277778,0.277778,0,0,0.18667279
90,28.888912,84,5,0,1,21,1.15555648,17.3333472,4.385653606,3.888892,1.1666676,0,0,0.428084648
286,2853.057838,1,85,73,127,56,35.91261614,36.03862532,14.45632438,8.055562,0.535948141,5.277782,0.620244027,0.796493286
51,235.000188,10,18,15,8,35,16.58824856,20.63416285,13.35091977,3.611114,0.848766111,1.944446,0.796296933,0.91183607
186,23.61113,180,3,3,0,16,0.456989613,14.166678,2.523570951,3.888892,1.666668,0.833334,0.555556,0.302355019
243,49.444484,234,6,2,1,23,0.732510874,19.7777936,3.798440942,4.16667,1.111112,2.500002,1.38889,0.323071111
55,36.944474,47,4,3,1,20,2.418183753,16.6250133,6.060469695,4.16667,1.38889,1.666668,1.018519333,0.641878944
262,3010.280186,7,79,59,117,53,41.36262851,42.49807321,11.36212594,1.944446,0.411392734,2.500002,0.532015492,0.447240497
32,104.16675,13,8,4,7,25,11.71875938,19.73685789,10.58676707,3.055558,0.9027785,2.77778,1.38889,0.904379646
45,205.277942,3,13,13,16,23,16.42223536,17.59525217,6.982083854,2.222224,0.598291077,1.111112,0.534188462,0.557168648
312,1090.556428,137,54,57,64,49,12.5833434,22.43430366,14.79374089,0.833334,0.349794519,1.111112,0.326510982,0.219177341
50,262.50021,13,20,12,5,45,18.90001512,25.54056097,16.31857587,2.222224,0.7500006,1.944446,0.9027785,0.812827033
138,848.889568,58,29,17,34,48,22.14494525,38.20003056,20.27243309,3.611114,0.507663241,1.944446,0.669935176,0.471597426
96,191.66682,66,12,8,10,31,7.18750575,23.0000184,11.21682242,3.611114,0.787037667,1.666668,0.65972275,0.493755725
235,1983.890476,45,70,66,54,55,30.39151367,37.58950376,17.80593186,3.611114,0.559524257,3.333336,0.505050909,0.556449417
314,2734.168854,68,104,79,63,61,31.34715884,40.01222713,20.48526022,4.722226,0.536859404,2.77778,0.661041316,0.59614092
154,720.278354,71,39,23,21,47,16.83767581,31.24098885,17.11570421,3.333336,0.512820923,2.222224,0.821256696,0.519675053
79,410.555884,14,31,16,18,34,18.70887573,22.73847973,11.97877599,1.38889,0.519713677,1.944446,0.920139625,0.643320676
131,904.722946,29,36,30,36,44,24.86261531,31.93139809,15.2233441,3.333336,0.470679389,1.944446,0.490741133,0.479257153
182,1333.3344,33,45,65,39,53,26.37364747,32.21479087,18.12244928,2.500002,0.555556,1.38889,0.380342185,0.432815009
153,1698.334692,10,41,42,60,60,39.96081628,42.75527896,18.2305709,1.666668,0.53523078,1.944446,0.515873429,0.483245116
680,7278.894712,129,223,150,178,88,38.53532495,47.55720683,28.34983312,16.66668,0.579223184,5.000004,0.848148827,0.928483774
200,2411.11304,10,90,49,51,71,43.40003472,45.68424707,20.39607805,1.666668,0.478395444,4.444448,0.833334,0.738106173
241,2687.224372,42,94,61,44,73,40.14111095,48.61310422,22.87021383,2.222224,0.478723787,3.333336,0.683060656,0.59484549
256,2280.55738,79,79,46,52,61,32.07033816,46.3842179,24.11156539,5.277782,0.513361873,3.333336,0.797102087,0.638970227
442,5089.448516,65,156,127,94,81,41.45252185,48.59950838,25.13173917,3.611114,0.50569841,2.500002,0.616798394,0.572654017
264,4379.447948,13,103,86,62,91,59.71974475,62.81279925,23.77374799,1.944446,0.45577167,2.222224,0.523256233,0.497674282
174,1742.223616,29,76,41,28,75,36.04600585,43.25520702,23.69332388,1.944446,0.581140816,3.055558,1.043361268,0.779080836
157,1382.778884,28,59,36,34,58,31.70703174,38.58917816,18.35485723,2.500002,0.564972203,5.277782,0.856482167,0.756954298
249,3097.502478,12,108,87,42,76,44.78316836,47.05067055,16.9551459,1.38889,0.483539481,1.944446,0.555556,0.534930187
188,1871.112608,50,61,36,41,65,35.8298159,48.81163325,24.72593663,4.444448,0.446266295,1.944446,0.686728944,0.559647864
572,9710.007768,26,200,166,180,88,61.111937,64.02202924,21.08488553,7.222228,0.47777816,3.055558,0.547189193,0.589256122
201,2692.779932,47,45,46,63,87,48.2288943,62.94810231,32.15816169,7.222228,0.827161156,5.277782,0.785024783,0.945175696
188,2497.501998,16,61,56,55,87,47.82450634,52.27329763,24.52382967,3.055558,0.482696197,1.944446,0.466270214,0.491363471
131,471.944822,64,27,21,19,38,12.96947602,25.35822924,14.11433474,5.277782,0.637860593,2.500002,0.701058762,0.639165527
243,1995.279374,21,88,75,59,48,29.55969443,32.35588174,13.75672409,2.500002,0.517677182,2.222224,0.57777824,0.552087354
83,398.333652,40,23,12,8,45,17.27712226,33.34886389,18.60324733,1.666668,0.543478696,2.222224,0.879630333,0.554697998
106,1479.16785,13,46,29,18,81,50.23588925,57.25811032,26.98555236,1.944446,0.489130826,1.666668,0.708812828,0.59986296
157,1971.112688,6,62,38,51,71,45.19748839,46.99341508,19.8101371,2.222224,0.510753097,4.444448,0.723684789,0.688053576
189,587.778248,105,38,25,21,48,11.19577615,25.19049634,14.9665863,3.333336,0.511696316,1.944446,0.73333392,0.468525097
136,1572.22348,35,48,32,21,74,41.61768035,56.03964879,29.00014274,1.666668,0.468750375,2.77778,0.65972275,0.556074001
244,2941.66902,29,58,54,103,75,43.40167407,49.25585336,21.39388007,1.666668,0.445402655,2.77778,0.447531222,0.401666324
86,697.500558,24,26,21,15,54,29.19769778,40.5000324,21.25963852,1.944446,0.608974846,1.944446,0.674603714,0.604643989
48,209.444612,4,16,12,16,24,15.7083459,17.13637735,7.061909613,1.944446,0.6250005,1.111112,0.509259667,0.549484167
221,620.83383,130,26,21,44,38,10.11313026,24.56045921,13.34169335,4.16667,0.705128769,4.444448,0.595238571,0.517126361
126,770.83395,1,52,40,33,39,22.02382714,22.20001776,9.0478411,1.666668,0.614316731,5.55556,0.71527835,0.804458554
128,208.889056,88,18,14,8,28,5.8750047,18.80001504,9.313439616,4.16667,0.725309222,1.944446,0.813492714,0.54666653
37,272.777996,2,16,9,10,36,26.54056177,28.0571653,10.55039387,2.500002,0.694445,1.666668,0.956790889,0.846458177
99,930.834078,31,13,37,18,69,33.84851193,49.27945119,27.37284653,7.222228,1.495727692,1.944446,0.487988378,0.978238595
184,2028.890512,31,66,25,62,68,39.69568393,47.73860028,23.75431586,1.666668,0.441919545,4.722226,1.03333416,0.690925701
372,3880.55866,3,145,100,124,58,37.55379348,37.85910888,13.77660863,2.500002,0.503831821,6.388894,0.71944502,0.667104995
55,66.66672,12,10,5,28,9,4.363639855,5.581399814,3.335352924,0.277778,0.277778,0.833334,0.4444448,0.194556877
82,568.05601,6,46,23,7,48,24.93904434,26.90791626,13.79957734,1.944446,0.513285435,1.944446,0.966184348,0.747295101
596,6712.227592,7,218,132,239,72,40.5436566,41.02549971,14.25682003,5.55556,0.533894413,7.222228,0.871212818,0.841169102
137,1098.61199,10,42,32,53,42,28.86863623,31.1417572,11.69264319,2.77778,0.562169762,5.277782,0.607639375,0.666409949
97,4.722226,96,1,0,0,17,0.175257872,17.0000136,1.726088481,4.722226,4.722226,0,0,0.484490165
107,508.611518,7,46,30,24,37,17.11216322,18.31001465,9.748078768,1.944446,0.64009713,2.77778,0.833334,0.742392933
146,63.611162,132,3,6,5,19,1.568494405,16.35715594,4.91009872,4.722226,1.851853333,0.555556,0.462963333,0.408878145
56,187.777928,20,17,8,11,28,12.07143823,18.7777928,11.13856061,0.833334,0.473856588,1.38889,0.86805625,0.469095565
76,623.056054,13,18,29,16,66,29.51318151,35.60320309,22.08920908,7.222228,1.033951444,1.38889,0.622605862,1.026225197
56,348.055834,13,20,17,6,45,22.3750179,29.1395582,15.87515211,3.055558,0.7916673,1.38889,0.686275059,0.751275999
828,19666.6824,50,210,146,422,110,85.50731478,91.0026435,26.28172538,3.888892,0.396825714,4.16667,0.540335288,0.432453941
