0,1,2,3,4,5,6,7
0,0.0000,0.0046,0.0323,0.5715,0.0054,0.0031,0.0008
0,0.0031,0.0077,0.0338,0.0269,0.0131,0.0000,0.0000
0,0.0015,0.0031,0.0392,0.0485,0.0054,0.0008,0.0008
0,0.0008,0.0046,0.0469,0.0492,0.0054,0.0000,0.0000
0,0.0008,0.0031,0.0338,0.0277,0.0038,0.0000,0.0000
0,0.0000,0.0015,0.0108,0.0038,0.0015,0.0000,0.0000
0,0.0000,0.0008,0.0015,0.0023,0.0000,0.0000,0.0000
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
